update,update_u_mean,update_u_median,update_u_q25,update_u_q75,update_u_min,update_u_max,update_counter_mean,update_counter_median,update_counter_q25,update_counter_q75,update_counter_min,update_counter_max,opt_step_mean,opt_step_median,opt_step_q25,opt_step_q75,opt_step_min,opt_step_max,energy_E_pre_mean,energy_E_pre_median,energy_E_pre_q25,energy_E_pre_q75,energy_E_pre_min,energy_E_pre_max,energy_E_post_mean,energy_E_post_median,energy_E_post_q25,energy_E_post_q75,energy_E_post_min,energy_E_post_max,funding_z_mean,funding_z_median,funding_z_q25,funding_z_q75,funding_z_min,funding_z_max,funding_g_mean,funding_g_median,funding_g_q25,funding_g_q75,funding_g_min,funding_g_max,funding_income_mean,funding_income_median,funding_income_q25,funding_income_q75,funding_income_min,funding_income_max,episode_return_end_mean_mean,episode_return_end_mean_median,episode_return_end_mean_q25,episode_return_end_mean_q75,episode_return_end_mean_min,episode_return_end_mean_max,episode_len_end_mean_mean,episode_len_end_mean_median,episode_len_end_mean_q25,episode_len_end_mean_q75,episode_len_end_mean_min,episode_len_end_mean_max,terminal_min_dists_end_mean_mean,terminal_min_dists_end_mean_median,terminal_min_dists_end_mean_q25,terminal_min_dists_end_mean_q75,terminal_min_dists_end_mean_min,terminal_min_dists_end_mean_max,terminal_dbar_end_mean,terminal_dbar_end_median,terminal_dbar_end_q25,terminal_dbar_end_q75,terminal_dbar_end_min,terminal_dbar_end_max,terminal_occupied_end_mean_mean,terminal_occupied_end_mean_median,terminal_occupied_end_mean_q25,terminal_occupied_end_mean_q75,terminal_occupied_end_mean_min,terminal_occupied_end_mean_max,terminal_CSR_train_mean,terminal_CSR_train_median,terminal_CSR_train_q25,terminal_CSR_train_q75,terminal_CSR_train_min,terminal_CSR_train_max,terminal_done_count_end_mean,terminal_done_count_end_median,terminal_done_count_end_q25,terminal_done_count_end_q75,terminal_done_count_end_min,terminal_done_count_end_max,vartd_VarTD_mean,vartd_VarTD_median,vartd_VarTD_q25,vartd_VarTD_q75,vartd_VarTD_min,vartd_VarTD_max,actor_loss_mean,actor_loss_median,actor_loss_q25,actor_loss_q75,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_median,critic_loss_q25,critic_loss_q75,critic_loss_min,critic_loss_max,entropy_mean,entropy_median,entropy_q25,entropy_q75,entropy_min,entropy_max,total_loss_mean,total_loss_median,total_loss_q25,total_loss_q75,total_loss_min,total_loss_max,ratio0_mean,ratio0_median,ratio0_q25,ratio0_q75,ratio0_min,ratio0_max
68,0.15625,0.0,0.0,0.0,0.0,1.0,8.5625,9.0,8.0,9.0,8,9,137.0,144.0,128.0,144.0,128,144,0.5859367,0.62593174,0.3414056822657585,0.826183870434761,0.111886814,1.0,0.56643337,0.6223271,0.28463014960289,0.8035887628793716,0.12213904,0.9835585,0.9182471,0.9224843,0.8930719047784805,0.9456274956464767,0.8363506,0.9766711,0.121121645,0.11954279,0.11333722062408924,0.12792717292904854,0.10551857,0.1457637,0.121121645,0.11954279,0.11333722062408924,0.12792717292904854,0.10551857,0.1457637,-25.861294,-25.840654,-26.257215976715088,-25.522133827209473,-27.36741,-24.121716,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.020184,2.029506,1.964797466993332,2.080422043800354,1.8400081,2.1487193,0.6733947,0.676502,0.6549324989318848,0.6934740394353867,0.6133361,0.7162398,0.19150001,0.192,0.17200001329183578,0.2160000056028366,0.104,0.28,0.001,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.15460975,0.14694276,0.14049486815929413,0.16171729937195778,0.11664234,0.20554589,-0.00022696413,-0.00019012169,-0.00026181474095210433,-0.0001818062155507505,-0.00038711884,-0.000113959184,42.552944,41.26457,40.96504211425781,45.07366943359375,39.985283,45.476166,1.602182,1.6020534,1.6014879941940308,1.6029850244522095,1.6009884,1.6033952,21.260225,20.615864,20.466238021850586,22.520633697509766,19.976448,22.72194,1.0,1.0,1.0,1.0,1.0,1.0
69,0.15625,0.0,0.0,0.0,0.0,1.0,8.71875,9.0,8.0,9.0,8,9,139.5,144.0,128.0,144.0,128,144,0.56643337,0.6223271,0.28463014960289,0.8035887628793716,0.12213904,0.9835585,0.5473205,0.4521502,0.3268140181899071,0.8429660499095917,0.1531745,0.9942464,0.91670465,0.9199828,0.8867716044187546,0.9366921186447144,0.86208487,1.0073918,0.12151207,0.12023142,0.11569651588797569,0.12978702411055565,0.09831237,0.13737735,0.12151207,0.12023142,0.11569651588797569,0.12978702411055565,0.09831237,0.13737735,-25.877234,-25.882925,-26.179601669311523,-25.483977794647217,-27.338802,-24.556585,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.0167906,2.0240026,1.9509364366531372,2.0607638359069824,1.8966246,2.2163062,0.67226356,0.67466754,0.6503121554851532,0.6869212985038757,0.6322082,0.73876876,0.18975002,0.18800001,0.1680000126361847,0.2160000056028366,0.128,0.24800001,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.15924159,0.15781713,0.14667245745658875,0.17090532928705215,0.12520646,0.20419101,-0.00031087082,-0.00035379603,-0.000415134709328413,-0.00026347447419539094,-0.00041775656,-0.00010419232,42.29043,42.713524,41.935279846191406,42.88270950317383,40.120438,43.8002,1.6031435,1.6028891,1.6028294563293457,1.6037096977233887,1.6009338,1.6053557,21.128872,21.340603,20.95134735107422,21.424989700317383,20.043766,21.883654,1.0,1.0,1.0,1.0,1.0,1.0
70,0.15625,0.0,0.0,0.0,0.0,1.0,8.875,9.0,9.0,9.0,8,10,142.0,144.0,144.0,144.0,128,160,0.5473205,0.4521502,0.3268140181899071,0.8429660499095917,0.1531745,0.9942464,0.52891296,0.49566853,0.30478808283805847,0.7629788517951965,0.12409776,0.9882292,0.91394633,0.9074278,0.8998052626848221,0.9340260773897171,0.84361356,0.97367597,0.122217484,0.123757705,0.11640561372041702,0.12594910711050034,0.1062488,0.1433463,0.122217484,0.123757705,0.11640561372041702,0.12594910711050034,0.1062488,0.1433463,-25.87225,-25.956573,-26.233076095581055,-25.56985855102539,-27.258116,-24.037027,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.010722,1.9963808,1.979611098766327,2.05489844083786,1.855987,2.14213,0.6702407,0.66546035,0.659870371222496,0.6849661767482758,0.61866236,0.7140433,0.199,0.192,0.18400001525878906,0.2160000056028366,0.15200001,0.296,0.0012500001,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.15654361,0.15413636,0.14568623155355453,0.1652667485177517,0.12583968,0.20012791,-0.00023301176,-0.00023524927,-0.0002606143243610859,-0.0001774329284671694,-0.0003921641,-9.959821e-05,40.27527,40.997673,39.214786529541016,41.279747009277344,37.71064,42.1735,1.6022927,1.6029143,1.6029119491577148,1.604341745376587,1.59654,1.6047548,20.12138,20.482628,19.591264724731445,20.62343406677246,18.839119,21.070448,1.0,1.0,1.0,1.0,1.0,1.0
71,0.15625,0.0,0.0,0.0,0.0,1.0,9.03125,9.0,9.0,9.0,8,10,144.5,144.0,144.0,144.0,128,160,0.52891296,0.49566853,0.30478808283805847,0.7629788517951965,0.12409776,0.9882292,0.5104601,0.50640655,0.30160611867904663,0.6618501842021942,0.12598369,1.0,0.9122247,0.9152375,0.8856828510761261,0.9284927695989609,0.8427918,0.9748065,0.12276497,0.121552244,0.11790416017174721,0.1301124133169651,0.10597257,0.14361778,0.12276497,0.121552244,0.11790416017174721,0.1301124133169651,0.10597257,0.14361778,-25.81018,-25.82182,-26.204694271087646,-25.397181510925293,-27.116816,-24.681509,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.0069344,2.0135627,1.948541134595871,2.042724847793579,1.854179,2.144617,0.66897815,0.6711876,0.6495137214660645,0.6809083074331284,0.6180597,0.71487236,0.21475,0.22800002,0.1980000026524067,0.24000000953674316,0.096,0.264,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16025701,0.15791535,0.150820042937994,0.16639380529522896,0.13434456,0.20984943,-0.00031106625,-0.00030891673,-0.00033325879485346377,-0.00023873543250374496,-0.00046031384,-0.00021410652,39.44511,40.019547,37.15449142456055,40.052894592285156,35.472885,44.525745,1.6020243,1.6027677,1.6025054454803467,1.6031529903411865,1.5965111,1.6051838,19.706224,19.993439,18.561067581176758,20.010059356689453,17.720177,22.24638,1.0,1.0,1.0,1.0,1.0,1.0
72,0.09375,0.0,0.0,0.0,0.0,1.0,9.125,9.0,9.0,9.0,9,10,146.0,144.0,144.0,144.0,144,160,0.5104601,0.50640655,0.30160611867904663,0.6618501842021942,0.12598369,1.0,0.548294,0.5363797,0.3674090653657913,0.7445347160100937,0.12858132,1.0,0.912696,0.9127781,0.9008220881223679,0.9307076632976532,0.80925477,1.0003744,0.12273387,0.12224285,0.11730030737817287,0.12565675750374794,0.09991382,0.15514767,0.12273387,0.12224285,0.11730030737817287,0.12565675750374794,0.09991382,0.15514767,-25.872393,-26.008469,-26.238961219787598,-25.46950674057007,-27.40649,-24.241411,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.0079713,2.008152,1.9818481504917145,2.0475977659225464,1.780396,2.2008677,0.6693238,0.669384,0.6606160551309586,0.6825326085090637,0.5934653,0.73362255,0.19925001,0.208,0.18200001493096352,0.2240000069141388,0.096,0.256,0.00025,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.15919733,0.15742117,0.14834648370742798,0.1695741005241871,0.13831864,0.18241803,-0.0003051716,-0.00040523714,-0.0004107882850803435,-0.0002495876578905154,-0.00041633943,-9.393818e-05,39.55929,40.854362,38.00816345214844,41.757957458496094,35.161964,42.661552,1.6000795,1.6006541,1.5982049107551575,1.602241575717926,1.5957557,1.603829,19.763342,20.410818,18.987850189208984,20.86256980895996,17.564882,21.314322,1.0,1.0,1.0,1.0,1.0,1.0
73,0.0625,0.0,0.0,0.0,0.0,1.0,9.1875,9.0,9.0,9.0,9,10,147.0,144.0,144.0,144.0,144,160,0.548294,0.5363797,0.3674090653657913,0.7445347160100937,0.12858132,1.0,0.6156538,0.6307699,0.42517440766096115,0.8165766894817352,0.15274327,0.9447161,0.9096858,0.9142931,0.8933159559965134,0.9398995488882065,0.8077559,0.9687602,0.12360982,0.12181683,0.11484229750931263,0.12784883379936218,0.107458256,0.15568404,0.12360982,0.12181683,0.11484229750931263,0.12784883379936218,0.107458256,0.15568404,-25.78984,-25.777325,-26.22693157196045,-25.394278526306152,-27.276457,-24.09605,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.0013487,2.011485,1.9653343260288239,2.0678202509880066,1.7770984,2.131315,0.6671162,0.67049503,0.6551114469766617,0.6892734467983246,0.59236616,0.7104384,0.19600001,0.192,0.17400001361966133,0.2200000062584877,0.096,0.296,0.001,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.15795101,0.15995069,0.14779416471719742,0.1660240925848484,0.13218552,0.19298813,-0.0002474294,-0.0002474294,-0.00028497544190031476,-0.0002098833465424832,-0.0003225215,-0.0001723373,37.165848,37.165848,36.83376979827881,37.49792957305908,36.50169,37.83001,1.5991843,1.5991843,1.5985961258411407,1.5997725427150726,1.5980079,1.6003608,18.566687,18.566687,18.40060329437256,18.73276996612549,18.23452,18.898853,1.0,1.0,1.0,1.0,1.0,1.0
74,0.125,0.0,0.0,0.0,0.0,1.0,9.3125,9.0,9.0,10.0,9,10,149.0,144.0,144.0,160.0,144,160,0.6156538,0.6307699,0.42517440766096115,0.8165766894817352,0.15274327,0.9447161,0.62280655,0.6611708,0.4962022304534912,0.806416317820549,0.1244669,1.0,0.921268,0.92659426,0.8979278355836868,0.9427207857370377,0.8353466,0.9888044,0.12034877,0.11841473,0.11409934796392918,0.1264960579574108,0.10261139,0.14610109,0.12034877,0.11841473,0.11409934796392918,0.1264960579574108,0.10261139,0.14610109,-25.999842,-25.913132,-26.540339469909668,-25.49446201324463,-27.382996,-24.798391,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.02683,2.038548,1.9754806458950043,2.074027180671692,1.8377992,2.1754131,0.67561,0.679516,0.6584935486316681,0.6913424283266068,0.61259973,0.7251377,0.20875001,0.208,0.17600001394748688,0.2420000098645687,0.120000005,0.32000002,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16681436,0.16761878,0.1556714028120041,0.17589709907770157,0.1255922,0.22885361,-0.00027251436,-0.0002890236,-0.00031265662983059883,-0.0002488813261152245,-0.00031368306,-0.00019832721,41.31916,41.363403,40.71336650848389,41.969197273254395,39.562294,42.987553,1.60103,1.6007206,1.5999869108200073,1.6017637848854065,1.5999107,1.6027678,20.643297,20.665367,20.340370178222656,20.9682936668396,19.764881,21.477577,1.0,1.0,1.0,1.0,1.0,1.0
75,0.1875,0.0,0.0,0.0,0.0,1.0,9.5,9.5,9.0,10.0,9,10,152.0,152.0,144.0,160.0,144,160,0.62280655,0.6611708,0.4962022304534912,0.806416317820549,0.1244669,1.0,0.5763509,0.6528585,0.2748751565814018,0.8146656602621078,0.1353795,0.99273944,0.91383713,0.9178699,0.903348445892334,0.9311389029026031,0.8125258,0.9788151,0.12229442,0.120817624,0.11718729324638844,0.12492583692073822,0.10499895,0.1539835,0.12229442,0.120817624,0.11718729324638844,0.12492583692073822,0.10499895,0.1539835,-25.855185,-25.892635,-26.246894359588623,-25.630277156829834,-27.198065,-24.437235,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,2.0104818,2.019354,1.987406313419342,2.0485464930534363,1.7875924,2.1534362,0.67016065,0.67311805,0.6624687761068344,0.6828488707542419,0.5958642,0.71781206,0.19700001,0.192,0.1680000126361847,0.2240000069141388,0.120000005,0.30400002,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16043249,0.1600809,0.15163300931453705,0.16846419125795364,0.13659097,0.18938038,-0.00023134967,-0.00018668312,-0.00021264551469357684,-0.0001741549676808063,-0.0004903647,-0.00013308847,40.55406,40.647556,39.49079132080078,41.710774421691895,38.305107,42.553764,1.5997788,1.599446,1.5983949601650238,1.6008103489875793,1.5979135,1.6025571,20.260801,20.307596,19.72919511795044,20.839218139648438,19.136383,21.260408,1.0,1.0,1.0,1.0,1.0,1.0
76,0.125,0.0,0.0,0.0,0.0,1.0,9.625,10.0,9.0,10.0,9,10,154.0,160.0,144.0,160.0,144,160,0.5763509,0.6528585,0.2748751565814018,0.8146656602621078,0.1353795,0.99273944,0.5881024,0.5988127,0.35312214493751526,0.8329156637191772,0.13807455,1.0,0.9064624,0.9040739,0.8797605633735657,0.944245919585228,0.8381707,0.97462606,0.124544494,0.124717414,0.1136983372271061,0.13190367817878723,0.10601661,0.14515409,0.124544494,0.124717414,0.1136983372271061,0.13190367817878723,0.10601661,0.14515409,-25.712477,-25.706093,-26.151891231536865,-25.20037841796875,-27.022926,-24.784826,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.994257,1.9890022,1.9355119168758392,2.077382504940033,1.8440124,2.14422,0.66475236,0.66300076,0.645170658826828,0.692460834980011,0.6146708,0.71474004,0.20950001,0.204,0.18400001525878906,0.24000000953674316,0.128,0.296,0.00025,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16047727,0.16309814,0.15371951833367348,0.16713856160640717,0.13243872,0.20301601,-0.00024454822,-0.00027354548,-0.0002811858430504799,-0.00023690785747021437,-0.00028931227,-0.00014178967,41.38604,40.969845,40.68815994262695,41.66772651672363,39.962753,43.641724,1.601003,1.6011906,1.6002230048179626,1.6019705533981323,1.5989951,1.6026361,20.676765,20.468645,20.32781219482422,20.817598819732666,19.96508,21.804693,1.0,1.0,1.0,1.0,1.0,1.0
77,0.1875,0.0,0.0,0.0,0.0,1.0,9.8125,10.0,9.75,10.0,9,11,157.0,160.0,156.0,160.0,144,176,0.5881024,0.5988127,0.35312214493751526,0.8329156637191772,0.13807455,1.0,0.54407287,0.4914843,0.2906375229358673,0.8312021493911743,0.13552289,1.0,0.9054137,0.90168095,0.8857557773590088,0.9350518137216568,0.82313216,1.0171306,0.12486108,0.12540624,0.11613201349973679,0.13009009882807732,0.09613231,0.15026845,0.12486108,0.12540624,0.11613201349973679,0.13009009882807732,0.09613231,0.15026845,-25.695404,-25.605158,-26.243783950805664,-25.20691156387329,-27.023626,-24.318344,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9919498,1.9837377,1.948701649904251,2.0571550726890564,1.8109269,2.237732,0.6639833,0.66124594,0.6495672315359116,0.68571837246418,0.60364234,0.74591064,0.20250002,0.18400002,0.17600001394748688,0.2420000098645687,0.120000005,0.28800002,0.001,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.1641977,0.16353726,0.1546703204512596,0.1728658303618431,0.13211066,0.20121464,-0.00023783317,-0.00023197231,-0.0002632302566780709,-0.00020363452858873643,-0.00035774964,-0.00013746654,42.199383,42.42475,40.90494441986084,43.81439208984375,38.100082,45.570755,1.6000649,1.6015556,1.596484363079071,1.6023839712142944,1.594878,1.6049464,21.083452,21.196154,20.4362211227417,21.8909649848938,19.033733,22.76919,1.0,1.0,1.0,1.0,1.0,1.0
78,0.125,0.0,0.0,0.0,0.0,1.0,9.9375,10.0,10.0,10.0,9,11,159.0,160.0,160.0,160.0,144,176,0.54407287,0.4914843,0.2906375229358673,0.8312021493911743,0.13552289,1.0,0.55439687,0.54733396,0.33007119596004486,0.7151677459478378,0.18349195,1.0,0.9094818,0.91261756,0.8905017822980881,0.9338143020868301,0.82756233,0.97151715,0.12358977,0.12228781,0.11646241508424282,0.12868842855095863,0.10677826,0.14874339,0.12358977,0.12228781,0.11646241508424282,0.12868842855095863,0.10677826,0.14874339,-25.788767,-25.609238,-26.275238037109375,-25.414533615112305,-27.830618,-24.3028,26.0,26.0,26.0,26.0,26.0,26.0,2.0009,2.0077987,1.9591430723667145,2.054432451725006,1.8206735,2.1373804,0.6669667,0.6692663,0.6530476957559586,0.6848108321428299,0.60689116,0.71246016,0.195,0.19999999,0.1574999950826168,0.23249999061226845,0.099999994,0.29999998,0.0003125,0.0,0.0,0.0,0.0,0.01,100.0,100.0,100.0,100.0,100,100,0.15936093,0.15798584,0.14992906525731087,0.16957451403141022,0.12471423,0.19718021,-0.0003103381,-0.00032493725,-0.00044717604032484815,-0.0001880993222584948,-0.00046499778,-0.00012648015,42.665794,42.187744,41.59726428985596,43.25627326965332,40.17741,46.110275,1.6008768,1.6031892,1.6006290316581726,1.6034369468688965,1.593329,1.6037999,21.316578,21.077557,20.782175540924072,21.611958503723145,20.072306,23.03889,1.0,1.0,1.0,1.0,1.0,1.0
79,0.15625,0.0,0.0,0.0,0.0,1.0,10.09375,10.0,10.0,10.0,9,11,161.5,160.0,160.0,160.0,144,176,0.55439687,0.54733396,0.33007119596004486,0.7151677459478378,0.18349195,1.0,0.53765184,0.53013766,0.34179314970970154,0.735248014330864,0.1421755,1.0,0.9063157,0.90686226,0.880106046795845,0.9384444355964661,0.8208338,0.9770789,0.12455804,0.12391982,0.11522908322513103,0.13179365172982216,0.10541953,0.15106581,0.12455804,0.12391982,0.11522908322513103,0.13179365172982216,0.10541953,0.15106581,-25.753717,-25.801521,-26.112564086914062,-25.313251495361328,-27.282524,-24.538555,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9939344,1.9951367,1.9362719655036926,2.064618945121765,1.8058704,2.1496165,0.66464484,0.6650456,0.6454239934682846,0.6882063299417496,0.60195684,0.71653885,0.20650001,0.216,0.18200001493096352,0.23200000822544098,0.112,0.312,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16566646,0.16312906,0.15453285723924637,0.17366964370012283,0.14203323,0.20549068,-0.0002754273,-0.00022240535,-0.0002617359859868884,-0.0002112155343638733,-0.00048225193,-0.00019952768,42.362896,42.751953,41.275604248046875,43.96089172363281,37.271515,46.554512,1.6018076,1.6013587,1.6011669635772705,1.602670669555664,1.5999889,1.6038524,21.165154,21.359716,20.62158203125,21.963947296142578,18.619556,23.260967,1.0,1.0,1.0,1.0,1.0,1.0
80,0.09375,0.0,0.0,0.0,0.0,1.0,10.1875,10.0,10.0,10.0,10,11,163.0,160.0,160.0,160.0,160,176,0.53765184,0.53013766,0.34179314970970154,0.735248014330864,0.1421755,1.0,0.57898664,0.57446086,0.3984898179769516,0.7735422104597092,0.1406604,0.94902325,0.9018181,0.90296245,0.8817523270845413,0.9295480251312256,0.82576054,0.9556997,0.1257098,0.12503673,0.1176120862364769,0.13129489123821259,0.110738926,0.14936176,0.1257098,0.12503673,0.1176120862364769,0.13129489123821259,0.110738926,0.14936176,-25.72757,-25.630713,-25.93333625793457,-25.338876247406006,-27.273794,-24.736221,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9840394,1.986557,1.9398938715457916,2.0450465083122253,1.8167095,2.1025813,0.6613465,0.66218567,0.6466313153505325,0.6816821694374084,0.60556984,0.70086044,0.20375001,0.2,0.18200001493096352,0.23200000822544098,0.112,0.30400002,0.00025,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.1681205,0.16703768,0.1580301970243454,0.175948828458786,0.13890377,0.1977437,-0.00028647948,-0.00028455176,-0.000320894323522225,-0.0002511007769498974,-0.0003572369,-0.0002176498,40.083916,39.125397,37.859947204589844,41.8286247253418,36.594498,44.531853,1.5992905,1.5993457,1.59799462556839,1.600614070892334,1.5966436,1.6018825,20.025679,19.546488,18.913743019104004,20.898018836975098,18.280998,22.24955,1.0,1.0,1.0,1.0,1.0,1.0
81,0.0625,0.0,0.0,0.0,0.0,1.0,10.25,10.0,10.0,10.25,10,11,164.0,160.0,160.0,164.0,160,176,0.57898664,0.57446086,0.3984898179769516,0.7735422104597092,0.1406604,0.94902325,0.6473081,0.66354495,0.44818876683712006,0.848924532532692,0.12365838,1.0,0.902875,0.90700567,0.8710547238588333,0.9277866631746292,0.8497918,0.9713704,0.1254285,0.123886265,0.1180900651961565,0.13456908985972404,0.10681433,0.14132148,0.1254285,0.123886265,0.1180900651961565,0.13456908985972404,0.10681433,0.14132148,-25.666744,-25.690166,-26.03283405303955,-25.13680362701416,-27.112963,-24.617321,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9863647,1.9954524,1.9163586795330048,2.041171371936798,1.8695793,2.1370575,0.6621216,0.6651508,0.638786256313324,0.680390477180481,0.62319314,0.7123525,0.20525001,0.208,0.1680000126361847,0.23400000855326653,0.096,0.28800002,0.00025,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16677867,0.16377054,0.15459121018648148,0.18319958820939064,0.13272451,0.20228486,-0.00033573952,-0.00033573952,-0.0003629736675065942,-0.0003085053394897841,-0.00039020783,-0.00028127118,40.225456,40.225456,38.71247673034668,41.73843574523926,37.199497,43.251415,1.5982046,1.5982046,1.598024994134903,1.5983843505382538,1.5978453,1.598564,20.09641,20.09641,19.339892387390137,20.85292911529541,18.583374,21.609447,1.0,1.0,1.0,1.0,1.0,1.0
82,0.1875,0.0,0.0,0.0,0.0,1.0,10.4375,10.0,10.0,11.0,10,11,167.0,160.0,160.0,176.0,160,176,0.6473081,0.66354495,0.44818876683712006,0.848924532532692,0.12365838,1.0,0.60297155,0.6267074,0.3775824308395386,0.8155797719955444,0.15709949,1.0,0.9048537,0.90580153,0.8859045207500458,0.9244832098484039,0.8434357,0.95889485,0.12477479,0.124222174,0.11899273097515106,0.1300462931394577,0.10992719,0.14340499,0.12477479,0.124222174,0.11899273097515106,0.1300462931394577,0.10992719,0.14340499,-25.831013,-25.91148,-26.155112743377686,-25.46162748336792,-26.70414,-24.773159,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9907179,1.9928032,1.949028879404068,2.033903658390045,1.8555956,2.1096108,0.66357267,0.6642678,0.6496763229370117,0.6779678910970688,0.6185319,0.7032036,0.208,0.22,0.17400001361966133,0.23400000855326653,0.128,0.28800002,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.17228791,0.17001319,0.16023053228855133,0.18773624300956726,0.13871671,0.2153858,-0.0003089508,-0.00029022613,-0.00040899013401940465,-0.0002723255893215537,-0.00045335136,-0.0001049643,39.47291,39.00819,38.4271183013916,39.75240612030029,37.035282,43.5519,1.599277,1.599485,1.5975149869918823,1.6006870865821838,1.5962195,1.6025262,19.720154,19.487896,19.19734239578247,19.85977792739868,18.501217,21.75969,1.0,1.0,1.0,1.0,1.0,1.0
83,0.21875,0.0,0.0,0.0,0.0,1.0,10.65625,11.0,10.0,11.0,10,12,170.5,176.0,160.0,176.0,160,192,0.60297155,0.6267074,0.3775824308395386,0.8155797719955444,0.15709949,1.0,0.5306961,0.5282656,0.30123458057641983,0.7557422071695328,0.11520168,0.9733561,0.9060352,0.90817773,0.8888667523860931,0.9289109408855438,0.80378217,0.9696059,0.1245995,0.12355006,0.11778758838772774,0.1291622258722782,0.10724919,0.15711506,0.1245995,0.12355006,0.11778758838772774,0.1291622258722782,0.10724919,0.15711506,-25.788172,-25.821407,-26.28767442703247,-25.301594734191895,-26.968916,-23.496763,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9933171,1.9980309,1.9555459320545197,2.0436448454856873,1.7683561,2.1331756,0.6644391,0.6660103,0.6518486738204956,0.6812149882316589,0.589452,0.71105856,0.20625001,0.208,0.18000001460313797,0.23200000822544098,0.128,0.272,0.0005,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.16856652,0.16713913,0.1586005799472332,0.18416965380311012,0.13850583,0.20323145,-0.0002646875,-0.0002679393,-0.00030335583142004907,-0.00023124009021557868,-0.00031917496,-0.00019650644,38.152348,40.000927,37.17485046386719,40.170576095581055,31.075928,41.298733,1.5991335,1.6001197,1.5985240936279297,1.600722312927246,1.5926845,1.6026373,19.05992,19.9842,18.571171760559082,20.069010734558105,15.521722,20.633144,1.0,1.0,1.0,1.0,1.0,1.0
84,0.15625,0.0,0.0,0.0,0.0,1.0,10.8125,11.0,10.0,11.0,10,12,173.0,176.0,160.0,176.0,160,192,0.5306961,0.5282656,0.30123458057641983,0.7557422071695328,0.11520168,0.9733561,0.51684546,0.47378343,0.30797260254621506,0.7884168773889542,0.118415795,0.9919009,0.89873725,0.90307844,0.8736689388751984,0.9305282831192017,0.8167433,0.97042066,0.12677442,0.12500334,0.11734692007303238,0.13376210257411003,0.1070482,0.15249538,0.12677442,0.12500334,0.11734692007303238,0.13376210257411003,0.1070482,0.15249538,-25.61242,-25.710382,-26.05048179626465,-25.182258129119873,-26.888079,-24.3656,26.000002,26.000002,26.000001907348633,26.000001907348633,26.000002,26.000002,1.9772614,1.9868122,1.9221100211143494,2.0472031235694885,1.7968712,2.134968,0.6590872,0.6622708,0.6407033801078796,0.6824010610580444,0.59895706,0.71165603,0.21675001,0.21200001,0.18200001493096352,0.2500000111758709,0.120000005,0.33600003,0.00025,0.0,0.0,0.0,0.0,0.008,125.0,125.0,125.0,125.0,125,125,0.17534472,0.17221054,0.1645437702536583,0.18564559519290924,0.14112708,0.24175797,-0.00031368824,-0.00027238924,-0.000311710056848824,-0.00024755464983172715,-0.000533638,-0.00020314936,37.529755,37.524555,35.3331298828125,37.61647033691406,33.809753,43.36487,1.5976517,1.5989461,1.5933064222335815,1.6008660793304443,1.5905032,1.604637,18.748587,18.74596,17.65041160583496,18.791915893554688,16.88874,21.66591,1.0,1.0,1.0,1.0,1.0,1.0
