condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_short,learned_R_short_0p5
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,54,1.189088551000168,frontload,0.6,0.0,0.0,400000,100.0,-23.84310531616211,26.0,0.0,0.0,0.5846312046051025,0.581733226776123,0.3999999761581421,0.3700000047683716,0.8760501146316528,0.8631614446640015,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.14223888516426086,-27.627878189086914,0.690873033243197,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,55,1.110043033000693,frontload,0.6,0.0,0.0,400000,100.0,-24.4985294342041,26.0,0.0,0.009999999776482582,0.5454630851745605,0.5425461530685425,0.3700000047683716,0.3799999952316284,0.8066796660423279,0.8100938200950623,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.18982729315757751,-27.587238311767578,0.5582166829150006,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,56,1.1049119070012239,frontload,0.6,0.0,0.0,400000,100.0,-23.138463973999023,26.0,0.0,0.0,0.5396485328674316,0.5413464307785034,0.3400000035762787,0.3700000047683716,0.8238748908042908,0.822388231754303,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1731768548488617,-26.952774047851562,0.8334908377587887,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,57,1.1061664660010138,frontload,0.6,0.0,0.0,400000,100.0,-25.135953903198242,26.0,0.0,0.0,0.6931371688842773,0.6846427321434021,0.19999998807907104,0.22999998927116394,1.0297359228134155,1.0183048248291016,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.13994058966636658,-26.581323623657227,0.4292034206028654,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,58,1.1940532360004,frontload,0.6,0.0,0.0,400000,100.0,-24.27544593811035,26.0,0.009999999776482582,0.0,0.519477128982544,0.517256498336792,0.41999998688697815,0.429999977350235,0.7613644003868103,0.7602062821388245,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1667788177728653,-26.941591262817383,0.6033682749843594,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,59,1.2098692529998516,frontload,0.6,0.0,0.0,400000,100.0,-24.72610092163086,26.0,0.0,0.0,0.6631412506103516,0.658954381942749,0.1899999976158142,0.17000000178813934,0.9495278596878052,0.9479327201843262,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.21326319873332977,-28.291427612304688,0.5121567316105253,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,60,1.0479298519985605,frontload,0.6,0.0,0.0,400000,100.0,-31.637290954589844,26.0,0.0,0.0,1.0748393535614014,1.0561985969543457,0.07000000029802322,0.07999999821186066,1.4385508298873901,1.4094382524490356,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1755620837211609,-26.670703887939453,-0.8866524073266048,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,61,1.1262962230011908,frontload,0.6,0.0,0.0,400000,100.0,-24.21566390991211,26.0,0.0,0.0,0.5903433561325073,0.592877984046936,0.23999999463558197,0.23999999463558197,0.8596644997596741,0.8546938896179199,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1345607191324234,-27.755666732788086,0.6154680214808532,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,30,13.582038828000805,none,0.0,0.6,0.02,400000,100.0,-24.588857650756836,26.0,0.0,0.0,0.6535825133323669,0.6486453413963318,0.22999998927116394,0.22999998927116394,0.9632189869880676,0.9571285843849182,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.15564464032649994,-26.064104080200195,0.5399344573915678,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,31,1.0992696050016093,none,0.0,0.6,0.02,400000,100.0,-26.557138442993164,26.0,0.0,0.0,0.6515413522720337,0.6428648233413696,0.20999999344348907,0.23999999463558197,0.9607835412025452,0.9474995732307434,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16293643414974213,-28.399309158325195,0.1415589031028654,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,32,1.1407717450001655,none,0.0,0.6,0.02,400000,100.0,-24.09581184387207,26.0,0.009999999776482582,0.009999999776482582,0.5186506509780884,0.5121540427207947,0.38999998569488525,0.4599999785423279,0.7802143096923828,0.7728762626647949,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.13857401907444,-27.58911895751953,0.639725806970442,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,33,1.1747716139998374,none,0.0,0.6,0.02,400000,100.0,-24.705678939819336,26.0,0.009999999776482582,0.0,0.542161762714386,0.5470459461212158,0.3999999761581421,0.3400000035762787,0.7982256412506104,0.7975970506668091,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.13999949395656586,-26.86710548400879,0.5162900942668748,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,34,1.0967913269996643,none,0.0,0.6,0.02,400000,100.0,-25.2820987701416,26.0,0.0,0.0,0.6086111664772034,0.6066474318504333,0.2199999988079071,0.25,0.8766489028930664,0.8589202761650085,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.1622292548418045,-26.68429183959961,0.3996240320295205,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,35,1.1779224040001282,none,0.0,0.6,0.02,400000,100.0,-24.71525764465332,26.0,0.0,0.0,0.6100496649742126,0.6018301248550415,0.28999999165534973,0.28999999165534973,0.9030531048774719,0.8852133750915527,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.1302562803030014,-26.24041748046875,0.514351386201106,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,36,1.1858316870002454,none,0.0,0.6,0.02,400000,100.0,-24.668081283569336,26.0,0.009999999776482582,0.0,0.6166456341743469,0.6178869009017944,0.20999999344348907,0.17999999225139618,0.8704136610031128,0.8704322576522827,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16680003702640533,-27.395063400268555,0.5238997743529828,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,37,1.2013407199992798,none,0.0,0.6,0.02,400000,100.0,-25.320045471191406,26.0,0.0,0.0,0.5823279023170471,0.5765159130096436,0.429999977350235,0.3999999761581421,0.8472254872322083,0.84168541431427,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.18565306067466736,-27.01063346862793,0.39194370607004814,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,38,1.1847750690012617,none,0.0,0.6,0.02,400000,100.0,-22.378158569335938,26.0,0.0,0.0,0.5482815504074097,0.5567255020141602,0.22999998927116394,0.23999999463558197,0.772777259349823,0.7838699221611023,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.15437622368335724,-27.81365203857422,0.9873749218823846,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,39,1.0976278830003139,none,0.0,0.6,0.02,400000,100.0,-23.465044021606445,26.0,0.0,0.0,0.5918086767196655,0.5910302996635437,0.25999999046325684,0.28999999165534973,0.8514672517776489,0.8480772972106934,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.1313825100660324,-27.24418067932129,0.7673917791293448,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,40,1.1009774260000995,none,0.0,0.6,0.02,400000,100.0,-24.978107452392578,26.0,0.0,0.0,0.6291801929473877,0.6233595609664917,0.23999999463558197,0.22999998927116394,0.9102648496627808,0.9054856896400452,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.14463761448860168,-27.226696014404297,0.46115118312752285,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,41,1.1262470210003812,none,0.0,0.6,0.02,400000,100.0,-25.256864547729492,26.0,0.0,0.0,0.6047202348709106,0.601185142993927,0.2800000011920929,0.25,0.874314546585083,0.8709734678268433,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.17331711947917938,-28.43836784362793,0.40473138123504054,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,42,1.1997910400004912,none,0.0,0.6,0.02,400000,100.0,-23.045673370361328,26.0,0.0,0.009999999776482582,0.5197094678878784,0.5142934322357178,0.4099999964237213,0.429999977350235,0.7838593125343323,0.7831851243972778,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.17447885870933533,-28.297183990478516,0.8522714448260104,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,43,1.2006897829996888,none,0.0,0.6,0.02,400000,100.0,-29.570478439331055,26.0,0.0,0.0,0.9104735851287842,0.903243899345398,0.07999999821186066,0.07000000029802322,1.3168712854385376,1.3107349872589111,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.18912000954151154,-27.59990882873535,-0.46833425646889587,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,44,1.111541625999962,none,0.0,0.6,0.02,400000,100.0,-24.01325225830078,26.0,0.0,0.0,0.5445380806922913,0.544843316078186,0.28999999165534973,0.25,0.793015718460083,0.796063244342804,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16782072186470032,-26.88718032836914,0.6564356792577385,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,45,1.1502033939996181,none,0.0,0.6,0.02,400000,100.0,-25.580751419067383,26.0,0.0,0.0,0.6449329853057861,0.6410180330276489,0.26999998092651367,0.28999999165534973,0.9506986737251282,0.9506434202194214,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.1512395143508911,-26.449209213256836,0.3391774153552711,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,46,1.1716696219991718,none,0.0,0.6,0.02,400000,100.0,-25.457014083862305,26.0,0.0,0.0,0.6526607275009155,0.6442385315895081,0.23999999463558197,0.14999999105930328,0.9526675343513489,0.9448730945587158,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.14269256591796875,-26.80702018737793,0.3642215704844399,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,47,1.1757266519998666,none,0.0,0.6,0.02,400000,100.0,-23.454792022705078,26.0,0.019999999552965164,0.009999999776482582,0.5142595767974854,0.5151925086975098,0.4099999964237213,0.35999998450279236,0.7521269917488098,0.7603552937507629,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.17121323943138123,-26.856090545654297,0.7694667603825323,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,48,1.0940414489996328,none,0.0,0.6,0.02,400000,100.0,-28.846210479736328,26.0,0.0,0.0,0.9048223495483398,0.9000018835067749,0.09999999403953552,0.09999999403953552,1.2306057214736938,1.2228724956512451,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16920800507068634,-26.41752052307129,-0.3217440692378998,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,49,1.0947692139998253,none,0.0,0.6,0.02,400000,100.0,-23.587772369384766,26.0,0.0,0.0,0.5339332222938538,0.5261527299880981,0.4099999964237213,0.3700000047683716,0.793577253818512,0.7829233407974243,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16427960991859436,-26.48278045654297,0.742551840759792,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,50,1.175819756999772,none,0.0,0.6,0.02,400000,100.0,-23.76276397705078,26.0,0.0,0.009999999776482582,0.5496014952659607,0.5414739847183228,0.3799999952316284,0.3999999761581421,0.8188461065292358,0.8065599799156189,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.15872465074062347,-27.161026000976562,0.7071339374937574,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,51,1.1738457339997694,none,0.0,0.6,0.02,400000,100.0,-23.919389724731445,26.0,0.0,0.0,0.5595523118972778,0.561083197593689,0.3199999928474426,0.29999998211860657,0.8144793510437012,0.8111550807952881,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.17273445427417755,-27.591583251953125,0.6754332425043632,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,52,1.0959459509995213,none,0.0,0.6,0.02,400000,100.0,-26.963964462280273,26.0,0.0,0.0,0.7536219954490662,0.7500582933425903,0.1599999964237213,0.10999999940395355,1.061082363128662,1.0541383028030396,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16427157819271088,-27.781017303466797,0.059218242374053535,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,53,1.1544826440003817,none,0.0,0.6,0.02,400000,100.0,-25.176088333129883,26.0,0.0,0.0,0.6278547048568726,0.6248618960380554,0.35999998450279236,0.23999999463558197,0.930548369884491,0.9198636412620544,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.12098447233438492,-26.61546516418457,0.42108030329503837,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,54,1.1731132170007186,none,0.0,0.6,0.02,400000,100.0,-23.73750877380371,26.0,0.0,0.0,0.57619309425354,0.5692896842956543,0.25,0.2199999988079071,0.820915937423706,0.8143446445465088,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.1392674446105957,-27.537540435791016,0.7122455331725397,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,55,1.195492610000656,none,0.0,0.6,0.02,400000,100.0,-25.104110717773438,26.0,0.0,0.0,0.5867934226989746,0.5826378464698792,0.32999998331069946,0.26999998092651367,0.8660388588905334,0.8511059284210205,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.19027335941791534,-27.867473602294922,0.4356484088860216,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,56,1.1725489149994246,none,0.0,0.6,0.02,400000,100.0,-24.30522346496582,26.0,0.0,0.0,0.5722789764404297,0.5753505229949951,0.28999999165534973,0.28999999165534973,0.8907885551452637,0.8988302946090698,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.17118096351623535,-27.131467819213867,0.5973413712960315,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,57,1.171587818000262,none,0.0,0.6,0.02,400000,100.0,-23.510986328125,26.0,0.0,0.0,0.5718097686767578,0.566849946975708,0.3400000035762787,0.2800000011920929,0.8576534986495972,0.8555207848548889,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.1428062915802002,-26.569223403930664,0.758093160813898,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,58,1.1060493839995615,none,0.0,0.6,0.02,400000,100.0,-24.727983474731445,26.0,0.0,0.0,0.5437904596328735,0.542406439781189,0.28999999165534973,0.3400000035762787,0.8173435926437378,0.8170990347862244,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.16487357020378113,-27.00880241394043,0.5117757071459865,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,59,1.0948550140001316,none,0.0,0.6,0.02,400000,100.0,-23.509057998657227,26.0,0.0,0.0,0.5676354169845581,0.5640039443969727,0.26999998092651367,0.25,0.8186973333358765,0.8134941458702087,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.2046058475971222,-28.209823608398438,0.7584834503110092,1.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,60,1.173137809999389,none,0.0,0.6,0.02,400000,100.0,-31.791112899780273,26.0,0.0,0.0,1.0718220472335815,1.0535176992416382,0.07000000029802322,0.05999999865889549,1.4370790719985962,1.4174386262893677,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.18201157450675964,-26.760717391967773,-0.9177856190709412,0.0
rescue_short_anchor__borrow__t400k__a0p00__c0p60,rescue_short,borrow,short,0.0,0.6,61,1.095803120999335,none,0.0,0.6,0.02,400000,100.0,-23.576730728149414,26.0,0.0,0.0,0.5521367788314819,0.5517172813415527,0.4099999964237213,0.35999998450279236,0.8319307565689087,0.830869197845459,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,-0.6000000238418579,0.0,1.2102328538894653,0.6000000238418579,0.13269641995429993,-27.729326248168945,0.7447866438248528,1.0
